area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Under Construction,Shivaji Nagar Extension 59,1 BHK,Golden Nest,672,5,2,28.17
Carpet  Area,Immediate Possession,Aurangpura North 36,3 Bedroom,,1179,4,0,53.6
Built-up  Area,Immediate Possession,Cantonment Central 47,1 BHK,Golden Nest,629,2,3,35.36
Carpet  Area,Under Construction,Garkheda Enclave 40,1 BHK,Sunshine Towers,800,4,1,42.21
Carpet  Area,Dec 2024,Harsul South 1,3 Bedroom,Nilgiri Heights,1165,1,0,72.09
Carpet  Area,18 Months,Cantonment South 58,3 BHK,Green Park,1052,4,2,60.18
Built-up  Area,Immediate Possession,Garkheda Block 38,4 BHK,Golden Nest,2143,1,1,88.02
Built-up  Area,Under Construction,Baijipura Phase 56,5 BHK,Green Park,3642,4,1,148.29
Built-up  Area,Ready To Move,Paithan Road West 44,3 BHK,Nilgiri Heights,1785,3,0,94.67
Carpet  Area,Immediate Possession,Mukundwadi Central 52,2 BHK,Lake View,1205,5,0,48.07
Built-up  Area,Ready To Move,Paithan Road Block 5,3 Bedroom,Sai Residency,1666,5,0,106.09
Super built-up  Area,Immediate Possession,Shivaji Nagar Enclave 49,3 BHK,Golden Nest,1472,2,0,68.08
Super built-up  Area,Under Construction,Vedant Nagar Extension 19,2 Bedroom,Rose Garden,910,1,0,39.2
Built-up  Area,18 Months,Harsul Phase 34,4 BHK,Nilgiri Heights,2033,5,2,76.02
Built-up  Area,Dec 2024,CIDCO Central 9,1 BHK,Green Park,702,1,1,25.94
Plot  Area,Dec 2024,Nakshtrawadi East 4,5 BHK,Sunshine Towers,3182,5,1,157.19
Carpet  Area,18 Months,Shendra MIDC Enclave 33,4 BHK,Sunshine Towers,2603,1,2,102.0
Carpet  Area,Under Construction,Satara Area Enclave 16,3 Bedroom,,1161,3,0,69.99
Built-up  Area,Immediate Possession,MGM Campus South 38,3 Bedroom,Green Park,1415,1,1,58.25
Plot  Area,Dec 2024,Baijipura Enclave 17,4 BHK,Green Park,1967,4,3,105.97
Built-up  Area,18 Months,Usmanpura Extension 3,1 BHK,Lake View,485,4,2,22.43
Plot  Area,Under Construction,Paithan Road Enclave 8,2 BHK,Rose Garden,1074,5,0,41.13
Plot  Area,Dec 2024,Mukundwadi Phase 36,3 Bedroom,Sunshine Towers,1317,4,2,85.5
Built-up  Area,Under Construction,Paithan Road West 44,3 BHK,Golden Nest,1611,3,0,62.39
Plot  Area,Immediate Possession,Garkheda North 25,1 BHK,Golden Nest,513,2,3,21.19
Super built-up  Area,18 Months,Vedant Nagar Extension 22,2 BHK,Sai Residency,1018,5,1,38.01
Carpet  Area,Immediate Possession,Usmanpura Extension 24,4 BHK,Nilgiri Heights,1673,1,3,60.13
Plot  Area,Ready To Move,Shendra MIDC Extension 24,2 BHK,Nilgiri Heights,793,3,0,38.03
Carpet  Area,18 Months,Satara Area South 32,5 BHK,Lake View,3702,3,1,163.76
Built-up  Area,Immediate Possession,Cantonment South 36,4 BHK,Green Park,2472,2,2,110.55
Plot  Area,Ready To Move,Mukundwadi East 47,5 BHK,Golden Nest,3413,3,1,186.12
Plot  Area,Dec 2024,Nirala Bazaar West 9,2 BHK,Nilgiri Heights,793,5,0,33.41
Super built-up  Area,Dec 2024,Harsul East 7,5 BHK,Green Park,3367,1,2,202.0
Carpet  Area,Ready To Move,Usmanpura Extension 28,2 BHK,Lake View,803,4,0,35.93
Plot  Area,18 Months,Usmanpura North 13,3 Bedroom,Sunshine Towers,1121,3,2,60.06
Built-up  Area,Dec 2024,Vedant Nagar Extension 22,4 BHK,Rose Garden,2171,2,3,118.52
Super built-up  Area,18 Months,Baijipura Enclave 33,3 Bedroom,Green Park,1737,5,0,86.9
Built-up  Area,18 Months,Vedant Nagar Central 16,3 BHK,Golden Nest,1553,3,3,64.56
Carpet  Area,Under Construction,MGM Campus North 56,2 BHK,Nilgiri Heights,812,3,2,30.28
Plot  Area,Ready To Move,Beed Bypass Sector 4,2 Bedroom,Rose Garden,1139,5,3,71.38
Plot  Area,Dec 2024,MGM Campus Extension 32,5 BHK,Nilgiri Heights,3398,3,2,153.6
Built-up  Area,Ready To Move,Seven Hills Enclave 14,3 BHK,,1418,1,1,59.5
Super built-up  Area,Immediate Possession,Kranti Chowk Block 6,2 BHK,Sunshine Towers,1219,5,2,70.74
Plot  Area,Under Construction,Padegaon North 44,3 BHK,Nilgiri Heights,1418,5,1,61.46
Super built-up  Area,Under Construction,Vedant Nagar West 58,3 BHK,Green Park,1762,2,0,113.27
Built-up  Area,Dec 2024,Kranti Chowk Central 34,3 BHK,,1702,5,0,65.72
Plot  Area,Immediate Possession,CIDCO North 40,5 BHK,Green Park,4261,5,1,221.43
Plot  Area,Dec 2024,Shahgunj Phase 15,3 BHK,,1628,5,1,57.74
Plot  Area,Ready To Move,Nakshtrawadi Block 15,3 Bedroom,Sunshine Towers,1171,5,3,60.98
Super built-up  Area,Under Construction,Cantonment Block 6,3 Bedroom,Nilgiri Heights,1578,4,2,83.8
Super built-up  Area,Ready To Move,Mukundwadi West 15,2 Bedroom,Sai Residency,1229,5,1,64.24
Plot  Area,Immediate Possession,Mukundwadi Central 26,5 BHK,Lake View,4128,4,0,253.67
Built-up  Area,Immediate Possession,Kranti Chowk North 42,2 Bedroom,Sunshine Towers,1272,5,3,49.33
Super built-up  Area,Under Construction,Shivaji Nagar Central 47,3 Bedroom,Rose Garden,1451,4,0,66.16
Plot  Area,Under Construction,Shendra MIDC Block 2,5 BHK,Rose Garden,4709,2,2,187.94
Super built-up  Area,Immediate Possession,Usmanpura Extension 28,2 BHK,Sunshine Towers,1116,5,3,62.4
Super built-up  Area,Under Construction,Waluj MIDC North 12,1 BHK,Sai Residency,797,2,2,36.67
Carpet  Area,Immediate Possession,CIDCO Phase 52,3 Bedroom,Nilgiri Heights,1737,1,2,91.51
Built-up  Area,Immediate Possession,Padegaon Central 31,2 BHK,Sunshine Towers,1300,4,3,68.1
Built-up  Area,Immediate Possession,Kranti Chowk South 1,2 BHK,,1210,1,1,62.58
Carpet  Area,Immediate Possession,Shivaji Nagar West 13,2 Bedroom,Lake View,1281,1,3,45.42
Carpet  Area,Ready To Move,Baijipura Central 26,3 BHK,Lake View,1181,1,0,48.21
Carpet  Area,Under Construction,Satara Area Extension 48,2 Bedroom,Green Park,1046,5,3,45.33
Super built-up  Area,Dec 2024,Jalna Road West 8,3 Bedroom,Rose Garden,1458,4,2,55.6
Plot  Area,Under Construction,Kranti Chowk Phase 29,3 BHK,,1066,5,0,60.84
Super built-up  Area,Immediate Possession,Beed Bypass East 43,3 BHK,,1196,3,3,50.15
Carpet  Area,Under Construction,Shendra MIDC North 27,3 Bedroom,Sai Residency,1234,1,0,69.25
Plot  Area,Ready To Move,Garkheda East 15,3 Bedroom,Sai Residency,1778,4,1,99.31
Built-up  Area,Dec 2024,Garkheda Enclave 40,5 BHK,Golden Nest,2754,2,2,160.95
Super built-up  Area,Under Construction,Baijipura Sector 5,3 Bedroom,Sunshine Towers,1428,2,2,86.26
Carpet  Area,Ready To Move,Waluj MIDC Block 45,1 BHK,Sunshine Towers,554,1,2,34.45
Super built-up  Area,Dec 2024,Harsul Phase 44,4 BHK,Green Park,2862,2,3,127.41
Super built-up  Area,Under Construction,Garkheda East 31,2 BHK,,934,4,3,39.93
Super built-up  Area,18 Months,Shivaji Nagar Central 39,5 BHK,Rose Garden,2529,2,1,99.2
Plot  Area,18 Months,Jalna Road Extension 34,3 BHK,Lake View,1340,3,3,56.67
Carpet  Area,Immediate Possession,Shahgunj Block 5,1 BHK,Golden Nest,524,4,3,33.36
Plot  Area,Under Construction,Pundlik Nagar Sector 8,3 BHK,Rose Garden,1319,1,3,67.46
Super built-up  Area,18 Months,Mukundwadi Central 59,1 BHK,,671,1,3,35.56
Carpet  Area,Under Construction,Paithan Road East 30,4 BHK,Green Park,2050,5,2,94.09
Built-up  Area,18 Months,Padegaon Block 6,5 BHK,Sunshine Towers,3695,5,3,147.36
Plot  Area,Ready To Move,Mukundwadi East 44,3 BHK,Golden Nest,1187,5,1,69.65
Plot  Area,Ready To Move,MGM Campus Central 49,4 BHK,Green Park,1717,4,3,83.61
Super built-up  Area,Ready To Move,Nirala Bazaar South 14,5 BHK,Lake View,3594,5,2,190.81
Carpet  Area,Immediate Possession,Paithan Road Block 35,1 BHK,Green Park,439,3,1,21.42
Super built-up  Area,Under Construction,Padegaon Extension 53,2 Bedroom,,868,3,2,54.16
Plot  Area,18 Months,Satara Area Central 26,3 Bedroom,Lake View,1631,2,2,84.69
Carpet  Area,Ready To Move,Padegaon Sector 7,2 Bedroom,Golden Nest,1229,3,1,50.36
Built-up  Area,Ready To Move,Cantonment North 49,4 BHK,Sai Residency,2414,3,0,152.95
Carpet  Area,Immediate Possession,MGM Campus South 3,2 BHK,Sunshine Towers,806,2,2,30.76
Built-up  Area,Under Construction,Beed Bypass South 32,3 Bedroom,Green Park,1142,4,0,49.95
Carpet  Area,Immediate Possession,Padegaon Phase 13,2 Bedroom,Sai Residency,980,4,3,41.69
Built-up  Area,Immediate Possession,Nakshtrawadi East 20,2 BHK,Rose Garden,1106,3,1,44.11
Plot  Area,Under Construction,Nirala Bazaar Enclave 49,3 Bedroom,Sunshine Towers,1681,1,3,68.81
Super built-up  Area,Ready To Move,Beed Bypass Sector 17,2 BHK,Lake View,1247,1,3,61.4
Super built-up  Area,Dec 2024,Hudco Phase 20,4 BHK,Rose Garden,2185,5,3,108.14
Carpet  Area,Immediate Possession,Shivaji Nagar Enclave 30,1 BHK,Sai Residency,486,2,0,22.23
Super built-up  Area,Immediate Possession,Pundlik Nagar Block 40,3 BHK,Lake View,1089,1,2,40.25
Carpet  Area,Immediate Possession,Cantonment East 51,4 BHK,Sunshine Towers,1842,2,2,96.55
Carpet  Area,Dec 2024,Paithan Road West 47,2 BHK,Sunshine Towers,744,5,3,40.6
Plot  Area,Immediate Possession,CIDCO North 53,4 BHK,,2139,1,3,114.4
Carpet  Area,Under Construction,Padegaon East 45,4 BHK,Green Park,2922,4,2,119.6
Built-up  Area,Under Construction,Garkheda South 47,2 BHK,Lake View,728,4,2,39.95
Carpet  Area,Ready To Move,Kranti Chowk Phase 22,3 BHK,,1451,5,0,92.57
Super built-up  Area,Immediate Possession,Kranti Chowk Block 16,2 BHK,Golden Nest,1143,1,3,41.66
Super built-up  Area,Ready To Move,Aurangpura Enclave 46,2 Bedroom,Golden Nest,862,2,1,39.48
Built-up  Area,Ready To Move,Cantonment Block 34,3 BHK,Golden Nest,1031,4,0,46.69
Carpet  Area,Under Construction,Padegaon Phase 48,1 BHK,,436,1,0,25.11
Plot  Area,18 Months,Padegaon Extension 47,2 Bedroom,,982,3,3,56.66
Plot  Area,18 Months,MGM Campus Central 44,5 BHK,Sai Residency,2854,1,3,158.05
Plot  Area,Under Construction,Baijipura South 34,4 BHK,Lake View,2854,3,1,152.47
Built-up  Area,18 Months,MGM Campus Phase 29,2 Bedroom,Green Park,783,3,2,34.08
Super built-up  Area,Dec 2024,Nirala Bazaar Extension 34,5 BHK,Green Park,4056,2,1,147.55
Plot  Area,Under Construction,Hudco West 45,4 BHK,,2350,5,0,105.63
Super built-up  Area,18 Months,CIDCO Enclave 46,4 BHK,,1973,5,2,111.26
Built-up  Area,18 Months,Pundlik Nagar Block 56,3 Bedroom,Sunshine Towers,1751,4,3,101.28
Built-up  Area,Under Construction,Nirala Bazaar South 12,4 BHK,Nilgiri Heights,2841,4,2,150.46
Built-up  Area,Immediate Possession,Mukundwadi Enclave 43,4 BHK,,2168,1,3,94.83
Plot  Area,18 Months,Shivaji Nagar Block 7,1 BHK,Green Park,492,1,0,31.9
Carpet  Area,Ready To Move,CIDCO West 26,5 BHK,Sunshine Towers,4197,2,1,252.32
Super built-up  Area,Dec 2024,Waluj MIDC North 15,2 Bedroom,Golden Nest,1019,4,2,66.11
Plot  Area,Ready To Move,Kranti Chowk East 24,4 BHK,Nilgiri Heights,2755,3,3,157.15
Plot  Area,18 Months,Kranti Chowk South 17,3 BHK,Green Park,1680,1,2,60.08
Super built-up  Area,Under Construction,Paithan Road East 59,2 BHK,Golden Nest,1020,5,3,63.41
Plot  Area,Ready To Move,Beed Bypass East 43,4 BHK,,2206,2,0,104.49
Super built-up  Area,Ready To Move,Satara Area Extension 52,1 BHK,Golden Nest,748,4,2,34.09
Super built-up  Area,Dec 2024,Jalna Road Central 42,5 BHK,Nilgiri Heights,2635,5,1,140.48
Plot  Area,Ready To Move,Garkheda Block 8,2 BHK,Lake View,1116,5,2,54.73
Plot  Area,Immediate Possession,Seven Hills Extension 13,2 Bedroom,Lake View,1210,4,2,49.23
Built-up  Area,18 Months,Hudco Extension 9,1 BHK,Nilgiri Heights,769,1,1,47.77
Built-up  Area,Ready To Move,Pundlik Nagar West 1,5 BHK,Sai Residency,2600,5,1,133.91
Built-up  Area,18 Months,Cantonment Sector 14,3 BHK,Lake View,1048,1,2,54.13
Super built-up  Area,18 Months,Beed Bypass North 6,2 Bedroom,,1288,4,2,66.12
Built-up  Area,18 Months,Aurangpura East 37,5 BHK,Golden Nest,4246,1,3,152.22
Super built-up  Area,Ready To Move,Vedant Nagar Extension 8,3 BHK,Sai Residency,1198,5,3,57.94
Built-up  Area,Dec 2024,Waluj MIDC West 19,5 BHK,Nilgiri Heights,4345,4,1,178.24
Plot  Area,Dec 2024,Cantonment Block 27,4 BHK,Sunshine Towers,2595,2,0,100.78
Super built-up  Area,Under Construction,Seven Hills Sector 45,2 Bedroom,Lake View,949,5,3,40.03
Plot  Area,Dec 2024,Mukundwadi West 54,1 BHK,Nilgiri Heights,742,5,1,48.12
Super built-up  Area,Dec 2024,Seven Hills Enclave 16,5 BHK,Nilgiri Heights,3390,4,3,175.5
Super built-up  Area,18 Months,Usmanpura Sector 45,1 BHK,Rose Garden,504,5,3,21.08
Plot  Area,Ready To Move,Hudco Phase 57,3 BHK,Sunshine Towers,1194,5,2,59.37
Plot  Area,Immediate Possession,Waluj MIDC Central 32,3 Bedroom,Sai Residency,1357,1,1,79.84
Carpet  Area,Under Construction,Garkheda East 29,3 Bedroom,Nilgiri Heights,1282,5,0,73.97
Plot  Area,18 Months,Mukundwadi East 47,4 BHK,Green Park,2391,3,2,88.94
Super built-up  Area,Immediate Possession,Shahgunj East 39,1 BHK,Golden Nest,592,5,3,36.96
Super built-up  Area,18 Months,Satara Area East 41,3 Bedroom,Lake View,1394,5,0,78.28
Super built-up  Area,Immediate Possession,Garkheda East 45,3 BHK,Green Park,1389,4,2,61.37
Built-up  Area,Under Construction,Aurangpura Phase 8,4 BHK,Nilgiri Heights,1635,5,0,104.6
Built-up  Area,Dec 2024,Satara Area North 54,5 BHK,Sunshine Towers,4866,2,2,184.87
Plot  Area,18 Months,MGM Campus Sector 12,1 BHK,Golden Nest,476,1,3,24.93
Built-up  Area,Ready To Move,Beed Bypass Block 49,1 BHK,Lake View,492,2,1,27.43
Plot  Area,Immediate Possession,Aurangpura Central 32,4 BHK,Rose Garden,1655,2,1,106.24
Super built-up  Area,Immediate Possession,Shahgunj Sector 52,4 BHK,Sai Residency,2852,1,0,152.59
Super built-up  Area,Immediate Possession,Shivaji Nagar Central 6,5 BHK,Nilgiri Heights,4345,5,1,157.71
Built-up  Area,Dec 2024,Aurangpura South 15,1 BHK,Nilgiri Heights,524,2,2,31.67
Plot  Area,Immediate Possession,Shivaji Nagar Enclave 49,2 Bedroom,Green Park,1116,4,1,55.2
Built-up  Area,Dec 2024,Aurangpura East 13,3 BHK,Golden Nest,1427,2,3,81.56
Carpet  Area,Ready To Move,Shivaji Nagar Enclave 49,3 BHK,Sunshine Towers,1360,1,2,54.91
Built-up  Area,Immediate Possession,CIDCO South 19,4 BHK,,2336,4,2,110.37
Carpet  Area,Under Construction,Vedant Nagar West 3,4 BHK,Nilgiri Heights,1905,1,0,97.43
Carpet  Area,Immediate Possession,Waluj MIDC Extension 40,2 BHK,Nilgiri Heights,828,2,1,29.4
Built-up  Area,Immediate Possession,Shivaji Nagar East 34,2 Bedroom,Golden Nest,1266,2,2,78.13
Carpet  Area,Immediate Possession,CIDCO North 47,5 BHK,Sunshine Towers,2571,1,2,105.75
Super built-up  Area,18 Months,Hudco Extension 38,1 BHK,Golden Nest,642,4,1,36.25
Carpet  Area,Immediate Possession,Beed Bypass East 16,4 BHK,,2386,2,0,130.26
Plot  Area,Ready To Move,Vedant Nagar Extension 27,3 Bedroom,Lake View,1180,4,2,49.89
Super built-up  Area,18 Months,Hudco Sector 8,3 BHK,Rose Garden,1606,2,2,77.18
Carpet  Area,Dec 2024,Vedant Nagar Block 24,5 BHK,Nilgiri Heights,3659,5,0,185.38
Super built-up  Area,Under Construction,CIDCO Phase 6,2 Bedroom,Golden Nest,724,4,2,29.14
Plot  Area,Ready To Move,Jalna Road East 52,1 BHK,Nilgiri Heights,634,3,3,22.6
Plot  Area,Ready To Move,Satara Area Phase 3,4 BHK,,1754,2,2,112.74
Super built-up  Area,Immediate Possession,Shahgunj Sector 12,2 Bedroom,Sai Residency,1027,5,1,65.24
Built-up  Area,18 Months,Beed Bypass Phase 47,3 BHK,Lake View,1165,4,0,63.45
Built-up  Area,Dec 2024,Jalna Road Extension 14,5 BHK,Rose Garden,2720,4,2,125.21
Plot  Area,Dec 2024,Shendra MIDC North 20,1 BHK,Golden Nest,716,4,0,25.72
Built-up  Area,Immediate Possession,Pundlik Nagar Sector 30,2 Bedroom,,856,5,1,32.12
Super built-up  Area,Ready To Move,Jalna Road East 23,2 Bedroom,Nilgiri Heights,920,3,1,55.93
Super built-up  Area,Ready To Move,Baijipura North 44,3 Bedroom,Rose Garden,1785,3,0,100.0
Plot  Area,Dec 2024,Pundlik Nagar Enclave 2,3 BHK,Sunshine Towers,1477,5,2,74.45
Carpet  Area,Ready To Move,Hudco Sector 41,2 Bedroom,,783,5,1,48.93
Super built-up  Area,Dec 2024,Shivaji Nagar Extension 55,3 BHK,Golden Nest,1626,4,0,63.01
Super built-up  Area,Dec 2024,Nirala Bazaar Phase 23,3 BHK,Sai Residency,1442,4,3,91.81
Plot  Area,Dec 2024,Baijipura South 34,4 BHK,,1977,2,0,86.81
Super built-up  Area,Under Construction,Mukundwadi Sector 9,3 BHK,Rose Garden,1451,2,1,64.09
Super built-up  Area,Under Construction,Beed Bypass Sector 59,2 BHK,Rose Garden,988,4,2,49.8
Plot  Area,18 Months,Shivaji Nagar Extension 17,3 Bedroom,Nilgiri Heights,1244,3,0,75.38
Plot  Area,Immediate Possession,Paithan Road East 55,4 BHK,Lake View,2008,3,3,103.39
Carpet  Area,Immediate Possession,Cantonment East 32,2 Bedroom,Sunshine Towers,1200,4,0,60.19
Super built-up  Area,18 Months,Harsul Phase 10,2 BHK,Rose Garden,1163,2,3,73.88
Built-up  Area,Dec 2024,Pundlik Nagar Enclave 52,3 BHK,Lake View,1722,1,2,107.2
Carpet  Area,Ready To Move,Jalna Road Sector 46,2 Bedroom,Sunshine Towers,1248,4,3,47.45
Super built-up  Area,Under Construction,Shendra MIDC Sector 52,2 Bedroom,Nilgiri Heights,1105,5,2,58.11
Super built-up  Area,Dec 2024,Baijipura Block 53,2 Bedroom,Sunshine Towers,1182,5,3,65.69
Built-up  Area,18 Months,Aurangpura Block 50,2 BHK,Lake View,1283,5,2,56.06
Plot  Area,18 Months,Pundlik Nagar West 53,5 BHK,Lake View,3680,4,0,150.67
Plot  Area,Under Construction,Shivaji Nagar South 5,4 BHK,,1650,4,1,98.68
Super built-up  Area,Dec 2024,Aurangpura Central 9,1 BHK,Green Park,484,2,1,18.45
Plot  Area,18 Months,Shendra MIDC Central 35,3 BHK,,1278,4,0,71.24
Built-up  Area,Under Construction,Mukundwadi East 8,1 BHK,Rose Garden,602,5,0,36.11
Carpet  Area,18 Months,Shivaji Nagar South 25,3 Bedroom,Sunshine Towers,1169,4,0,59.04
Built-up  Area,Immediate Possession,Paithan Road South 21,2 Bedroom,Nilgiri Heights,885,2,1,47.84
Carpet  Area,Under Construction,Mukundwadi West 54,2 BHK,Rose Garden,1115,2,2,66.37
Carpet  Area,Dec 2024,Usmanpura Enclave 54,3 BHK,,1076,3,0,48.11
Super built-up  Area,Dec 2024,Jalna Road Enclave 10,3 BHK,Lake View,1381,3,3,85.24
Built-up  Area,18 Months,Waluj MIDC West 19,3 BHK,Green Park,1057,5,2,68.56
Carpet  Area,Immediate Possession,Paithan Road Central 15,3 Bedroom,Nilgiri Heights,1033,1,0,56.16
Plot  Area,Under Construction,Nirala Bazaar Extension 4,3 Bedroom,,1660,3,3,105.25
Carpet  Area,Under Construction,Harsul South 16,4 BHK,Rose Garden,2270,4,0,141.5
Plot  Area,Dec 2024,Baijipura Sector 5,1 BHK,,657,1,0,34.08
Carpet  Area,Dec 2024,Shendra MIDC Extension 37,2 Bedroom,Nilgiri Heights,965,1,1,42.18
Plot  Area,Under Construction,Shivaji Nagar South 22,5 BHK,,3947,3,3,176.24
Super built-up  Area,Under Construction,Beed Bypass East 16,4 BHK,Nilgiri Heights,2288,5,2,94.26
Built-up  Area,Immediate Possession,Paithan Road Phase 52,3 Bedroom,Nilgiri Heights,1170,4,1,50.45
Built-up  Area,Ready To Move,Vedant Nagar Extension 34,1 BHK,,434,3,0,18.31
Super built-up  Area,Under Construction,Harsul Phase 34,1 BHK,Lake View,775,2,1,40.35
Built-up  Area,Immediate Possession,Padegaon Enclave 25,2 Bedroom,,777,1,3,49.51
Carpet  Area,Under Construction,Baijipura North 16,3 BHK,Sunshine Towers,1322,2,0,71.7
Carpet  Area,Under Construction,Usmanpura Phase 23,2 Bedroom,Golden Nest,928,3,0,36.44
Carpet  Area,Immediate Possession,Shivaji Nagar East 53,2 BHK,Rose Garden,731,5,3,26.2
Plot  Area,18 Months,Usmanpura Extension 24,3 Bedroom,Golden Nest,1469,1,3,66.04
Built-up  Area,18 Months,Cantonment Block 35,2 Bedroom,Lake View,717,5,0,36.87
Carpet  Area,Under Construction,Mukundwadi Enclave 12,4 BHK,Golden Nest,2740,2,3,128.87
Super built-up  Area,Immediate Possession,Paithan Road Extension 40,1 BHK,,667,1,1,42.66
Plot  Area,Under Construction,Shivaji Nagar South 48,3 Bedroom,Sai Residency,1386,5,3,61.34
Plot  Area,Ready To Move,Harsul Sector 49,1 BHK,Sunshine Towers,683,4,0,38.15
Carpet  Area,Immediate Possession,Satara Area Enclave 15,5 BHK,Sai Residency,4928,3,3,264.86
Built-up  Area,Dec 2024,Usmanpura Central 1,5 BHK,,2853,4,3,174.79
Plot  Area,Immediate Possession,Baijipura Central 25,2 Bedroom,Sai Residency,967,5,0,48.2
Carpet  Area,Dec 2024,Baijipura North 44,3 Bedroom,Sunshine Towers,1638,4,2,63.18
Super built-up  Area,Dec 2024,Shivaji Nagar North 9,3 BHK,,1589,5,1,62.32
Plot  Area,Under Construction,CIDCO Central 29,1 BHK,Rose Garden,609,2,0,34.0
Plot  Area,Under Construction,MGM Campus Enclave 18,2 BHK,Lake View,1052,3,0,59.11
Carpet  Area,Dec 2024,Mukundwadi North 16,3 Bedroom,Nilgiri Heights,1798,3,3,112.14
Built-up  Area,Dec 2024,Shendra MIDC West 21,5 BHK,Rose Garden,4877,4,0,183.76
Carpet  Area,Immediate Possession,Kranti Chowk East 9,1 BHK,Nilgiri Heights,506,3,1,19.07
Built-up  Area,Under Construction,Waluj MIDC West 36,3 BHK,Rose Garden,1703,5,3,80.85
Super built-up  Area,Dec 2024,Paithan Road Phase 28,2 Bedroom,Golden Nest,882,5,3,34.15
Carpet  Area,Immediate Possession,Shahgunj Enclave 43,5 BHK,Sunshine Towers,3960,5,0,159.68
Built-up  Area,Dec 2024,Padegaon Central 15,3 BHK,Golden Nest,1508,3,2,77.59
Built-up  Area,Ready To Move,Pundlik Nagar Block 14,5 BHK,Sai Residency,4033,4,3,211.03
Built-up  Area,18 Months,MGM Campus Block 43,3 BHK,Lake View,1078,1,3,56.26
Carpet  Area,Dec 2024,Waluj MIDC Enclave 41,1 BHK,Golden Nest,767,2,1,42.04
Super built-up  Area,Dec 2024,Satara Area South 46,2 BHK,Lake View,1148,5,0,42.03
Plot  Area,Dec 2024,Harsul Phase 27,3 BHK,Sunshine Towers,1230,1,2,57.05
Built-up  Area,18 Months,Baijipura Block 23,1 BHK,,440,5,2,20.07
Plot  Area,Dec 2024,Usmanpura Block 11,5 BHK,Nilgiri Heights,2633,3,2,125.21
Carpet  Area,Immediate Possession,CIDCO West 15,5 BHK,Lake View,2896,1,0,128.56
Plot  Area,Dec 2024,Mukundwadi East 47,1 BHK,Nilgiri Heights,756,4,2,48.29
Built-up  Area,Dec 2024,Shivaji Nagar Phase 38,2 BHK,Golden Nest,924,5,1,59.37
Carpet  Area,Under Construction,Nirala Bazaar Block 8,3 Bedroom,Lake View,1772,4,1,105.48
Carpet  Area,Immediate Possession,Seven Hills Central 7,3 BHK,Nilgiri Heights,1314,5,0,79.87
Plot  Area,Immediate Possession,Paithan Road South 7,2 BHK,Rose Garden,1002,1,2,36.01
Built-up  Area,Ready To Move,Usmanpura Sector 41,5 BHK,,4644,2,2,204.21
Super built-up  Area,Immediate Possession,Hudco Extension 38,3 Bedroom,Golden Nest,1204,5,0,62.57
Plot  Area,Dec 2024,MGM Campus South 15,1 BHK,Golden Nest,627,2,1,39.73
Super built-up  Area,Dec 2024,Aurangpura Central 58,1 BHK,Rose Garden,598,2,3,25.09
Carpet  Area,Dec 2024,Beed Bypass East 51,2 BHK,Nilgiri Heights,700,2,1,45.43
Built-up  Area,Dec 2024,Nirala Bazaar West 3,4 BHK,Lake View,1818,5,3,76.86
Carpet  Area,Under Construction,Beed Bypass Block 38,1 BHK,Lake View,546,5,3,32.22
Super built-up  Area,Immediate Possession,Beed Bypass Block 49,2 Bedroom,Lake View,851,4,0,32.78
